'	exclamation	lex112884.1_ἒ
ἑπτά	noun	_ἑπτάς
ἑπτά	numeral	_ἑπτά
ἑπταβόειον	adjective	_ἑπταβόειος
ἑπτὰ	noun	_ἑπτάς
ἑπτὰ	numeral	_ἑπτά
ἑπτάμηνα	adjective	_ἑπτάμηνος
ἑπτάμηνον	adjective	_ἑπτάμηνος
ἑρμηνείαν	noun	_ἑρμηνεία
ἑρμηνείας	noun	_ἑρμηνεία
ἑρμηνεύει	verb	_ἑρμηνεύω
ἑρμηνείαν	noun	_ἑρμηνεία
ἑρπηστής	noun	_ἑρπηστής
ἑρσήεντα	adjective	_ἑρσήεις
ἑσπερινὴν	adjective	_ἑσπερινός
ἑστάναι	verb	_ἵστημι
ἑστήκαμεν	verb	_ἵστημι
ἑστήκει	verb	_ἵστημι
ἑστηκὼς	verb	_ἵστημι
ἑστώς	verb	_ἵστημι
ἑστήκαμεν	verb	_ἵστημι
ἑστήκεισαν	verb	_ἵστημι
ἑστᾶσιν	verb	_ἵστημι
ἑστῶσαν	verb	_ἵστημι
ἑστῶτα	verb	_ἵστημι
ἑτέρα	adjective	_ἕτερος
ἑτέραν	adjective	_ἕτερος
ἑτέρας	adjective	_ἕτερος
ἑτέρη	adjective	_ἕτερος
ἑτέρη	verb	_ἑτερέω
ἑτέροις	adjective	_ἕτερος
ἑτέρου	adjective	_ἕτερος
ἑτέρους	adjective	_ἕτερος
ἑτέρων	adjective	_ἕτερος
ἑτέρως	adjective	_ἕτερος
ἑτέρως	adverb	_ἑτέρως
ἑτέρωσ'	adverb	_ἑτέρωσε
ἑτέρωσε	adverb	_ἑτέρωσε
ἑτέρᾳ	adjective	_ἕτερος
ἑτέρῃ	adjective	_ἕτερος
ἑτέρῳ	adjective	_ἕτερος
ἑταίρας	noun	_ἑταίρα
ἑταίρου	noun	_ἑταῖρος
ἑταίρους	noun	_ἑταῖρος
ἑταίρων	noun	_ἑταῖρος
ἑταρίσσαιτὸ	verb	_ἑταιρίζω
ἑταίρου	noun	_ἑταῖρος
ἑταίρους	noun	_ἑταῖρος
ἑταῖροι	noun	_ἑταῖρος
ἑταῖρον	noun	_ἑταῖρος
ἑτερήμεροι	adjective	_ἑτερήμερος
ἑτοίμου	adjective	_ἑτοῖμος
ἑτάροισιν	noun	_ἑταῖρος
ἑτέρα	adjective	_ἕτερος
ἑτέρας	adjective	_ἕτερος
ἑτέροιο	adjective	_ἕτερος
ἑτέροις	adjective	_ἕτερος
ἑτέρου	adjective	_ἕτερος
ἑτέρους	adjective	_ἕτερος
ἑτέρω	adjective	_ἕτερος
ἑτέρων	adjective	_ἕτερος
ἑτέρως	adverb	_ἑτέρως
ἑτέρως	adjective	_ἕτερος
ἑτέρᾳ	adjective	_ἕτερος
ἑτέρῳ	adjective	_ἕτερος
ἑωρακέναι	verb	_ὁράω
ἑωρῶμεν	verb	_ὁράω
ἑωυτὴν	pronoun	_ἑαυτοῦ
ἑώρα	verb	_ὁράω
ἑὰ	adjective	_ἑός
ἑάλων	verb	_ἁλίσκομαι
ἑάν	adjective	_ἑός
ἑῆος	adjective	_ἐύς
ἑῇ	adjective	_ἑός
ἑῇ	verb	_ἵημι
ἑῷ	adjective	_ἑός
ἒμ	preposition	_ἐν
ἒν	verb	_εἰμί
ἒν	preposition	_εἰς
ἒν	preposition	_ἐν
ἒφυγεν	verb	_φεύγω
ἓ	pronoun	_ἕ
ἓν	noun	_εἷς
ἓν	verb	_ἵημι
ἓξ	numeral	_ἕξ
ἔ	exclamation	_ἒ
ἔα	exclamation	_ἔα
ἔα	verb	_εἰμί
ἔα	verb	_ἐάω
ἔαγεν	verb	_ἄγνυμι
ἔαν	verb	_ἐάω
ἔασιν	verb	_εἰμί
ἔασκεν	verb	_ἐάω
ἔβαλε	verb	_βάλλω
ἔβαλεν	verb	_βάλλω
ἔβαλλεν	verb	_βάλλω
ἔβαλλον	verb	_βάλλω
ἔβαλον	verb	_βάλλω
ἔβαλόν	verb	_βάλλω
ἔβαν	verb	_βαίνω
ἔβη	verb	_βαίνω
ἔβησαν	verb	_βαίνω
ἔβλαπτεν	verb	_βλάπτω
ἔβλαψας	verb	_βλάπτω
ἔβλητο	verb	_βάλλω
ἔβραχε	verb	_βράσσω
ἔβραχε	verb	_βραχεῖν
ἔβρισαν	verb	_βρίζω
ἔβρισαν	verb	_βρίθω
ἔγγιστα	adjective	_ἔγγιστος
ἔγγιστα	adjective	_ἐγγίων
ἔγγονα	adjective	_ἔγγονος
ἔγειρεν	verb	_ἐγείρω
ἔγερσιν	noun	_ἔγερσις
ἔγημεν	verb	_ἔσσομαι
ἔγημεν	verb	_γαμέω
ἔγκαρπον	adjective	_ἔγκαρπος
ἔγκατα	noun	_ἔγκατα
ἔγκεινται	verb	_ἔγκειμαι
ἔγκειταί	verb	_ἔγκειμαι
ἔγκειται	verb	_ἔγκειμαι
ἔγκλημα	noun	_ἔγκλημα
ἔγκυον	adjective	_ἔγκυος
ἔγκυος	adjective	_ἔγκυος
ἔγναψεν	verb	_κνάπτω
ἔγνω	verb	_γιγνώσκω
ἔγνων	verb	_γιγνώσκω
ἔγνωστο	verb	_γιγνώσκω
ἔγραφε	verb	_γράφω
ἔγραφεν	verb	_γράφω
ἔγραψαν	verb	_γράφω
ἔγραψεν	verb	_γράφω
ἔγρεο	verb	_ἐγείρω
ἔγρεο	verb	_ἔγρω
ἔγχεα	noun	_ἔγχος
ἔγχεα	verb	_ἐγχύνω
ἔγχει	verb	_ἐγχύνω
ἔγχει	verb	_ἐγχέω
ἔγχει	noun	_ἔγχος
ἔγχεος	noun	_ἔγχος
ἔγχεσι	noun	_ἔγχος
ἔγχεϊ	noun	_ἔγχος
ἔγχεϊ	verb	_ἐγχύνω
ἔγχεϊ	verb	_ἐγχέω
ἔγχη	noun	_ἔγχος
ἔγχη	verb	_ἐγχύνω
ἔγχη	verb	_ἐγχέω
ἔγχος	noun	_ἔγχος
ἔγχους	noun	_ἔγχος
ἔγχους	verb	_ἐγχόω
ἔγωγ'	pronoun	_ἐγώ
ἔγωγε	pronoun	_ἐγώ
ἔδαιε	verb	_δαίω2
ἔδαμεν	verb	_δαμάζω
ἔδαφος	noun	_ἔδαφος
ἔδδεισεν	verb	_δείδω
ἔδει	verb	_ἔδω
ἔδει	verb	_ἐσθίω
ἔδει	verb	_δέω2
ἔδει	verb	_δέω1
ἔδειμαν	verb	_δέμω
ἔδειξε	verb	_δείκνυμι
ἔδειξεν	verb	_δείκνυμι
ἔδην	verb	_ἔδω
ἔδησέν	verb	_δέω2
ἔδησέν	verb	_δέω1
ἔδησεν	verb	_δέω2
ἔδησεν	verb	_δέω1
ἔδμεναι	verb	_ἔδω
ἔδον	verb	_ἔδω
ἔδον	verb	_δίδωμι
ἔδοξα	verb	_δοκέω
ἔδοξαν	verb	_δοκέω
ἔδοξας	verb	_δοκέω
ἔδοξε	verb	_δοκέω
ἔδοξεν	verb	_δοκέω
ἔδυμεν	verb	_δύω2
ἔδυν	verb	_δύω2
ἔδυσαν	verb	_δύω2
ἔδυσαν	verb	_δύω1
ἔδυτε	verb	_δύω2
ἔδωκα	verb	_δίδωμι
ἔδωκε	verb	_δίδωμι
ἔδωκεν	verb	_δίδωμι
ἔειπεν	verb	_εἶπον
ἔειπες	verb	_εἶπον
ἔειπον	verb	_εἶπον
ἔεργε	verb	_ἔργω1
ἔεργεν	verb	_ἔργω1
ἔερσα	verb	_ἔρσε
ἔζη	verb	_ζάω
ἔζη	verb	_ζέω
ἔη	verb	_ἐάω
ἔην	verb	_εἰμί
ἔθαπτον	verb	_θάπτω
ἔθαψε	verb	_θάπτω
ἔθει	verb	_θέω
ἔθει	noun	_ἔθος
ἔθει	verb	_ἔθω
ἔθειραι	noun	_ἔθειρα
ἔθελε	verb	_ἐθέλω
ἔθελον	verb	_ἐθέλω
ἔθεν	verb	_ἔθω
ἔθεντο	verb	_τίθημι
ἔθετο	verb	_τίθημι
ἔθετο	verb	_ἔθω
ἔθηκ'	verb	_τίθημι
ἔθηκαν	verb	_τίθημι
ἔθηκ᾽	verb	_τίθημι
ἔθνεα	noun	_ἔθνος
ἔθνη	noun	_ἔθνος
ἔθνος	noun	_ἔθνος
ἔθνους	noun	_ἔθνος
ἔθος	noun	_ἔθος
ἔθυνεν	verb	_θύνω
ἔθυον	verb	_θύω2
ἔθυον	verb	_θύω1
ἔθυσεν	verb	_θύω1
ἔθω	verb	_ἔθω
ἔθων	verb	_ἔθω
ἔκ	preposition	_ἐκ
ἔκαιον	verb	_καίω
ἔκαυσαν	verb	_καίω
ἔκγονα	adjective	_ἔκγονος
ἔκγονοι	adjective	_ἔκγονος
ἔκειντο	verb	_κεῖμαι
ἔκειτο	verb	_κεῖμαι
ἔκεῖ	verb	_κέω
ἔκηα	verb	_καίω
ἔκθεσμον	adjective	_ἔκθεσμος
ἔκθεσμόν	adjective	_ἔκθεσμος
ἔκθλιψιν	noun	_ἔκθλιψις
ἔκλαιεν	verb	_κλαίω
ἔκλεψεν	verb	_ἐκλέπω
ἔκλεψεν	verb	_κλέπτω
ἔκλιναν	verb	_κλίνω
ἔκλινε	verb	_κλίνω
ἔκλινεν	verb	_κλίνω
ἔκλυον	verb	_κλύω
ἔκλυον	verb	_ἐκλύω
ἔκοπτε	verb	_κόπτω
ἔκοπτεν	verb	_κόπτω
ἔκοψαν	verb	_κόπτω
ἔκπαγλα	adjective	_ἔκπαγλος
ἔκπεσε	verb	_ἐκπίτνω
ἔκπληξιν	noun	_ἔκπληξις
ἔκπληξις	noun	_ἔκπληξις
ἔκρινε	verb	_κρίνω
ἔκρινεν	verb	_κρίνω
ἔκρυπτον	verb	_κρύπτω
ἔκτα	verb	_κτείνω
ἔκταν	verb	_κτείνω
ἔκτανε	verb	_κτείνω
ἔκτασιν	noun	_ἔκτασις
ἔκτασις	noun	_ἔκτασις
ἔκτισαν	verb	_κτίζω
ἔκτισαν	verb	_ἐκτίνω
ἔκτισε	verb	_κτίζω
ἔκτισε	verb	_ἐκτίνω
ἔκτοθι	adverb	_ἔκτοθι
ἔκτοπον	adjective	_ἔκτοπος
ἔκτάν	verb	_κτείνω
ἔκφρων	adjective	_ἔκφρων
ἔκφυγε	verb	_ἐκφεύγω
ἔλαβ'	verb	_λαμβάνω
ἔλαβε	verb	_λαμβάνω
ἔλαβεν	verb	_λάπτω
ἔλαβεν	verb	_λαμβάνω
ἔλαβον	verb	_λαμβάνω
ἔλαθ'	verb	_λανθάνω
ἔλαθε	verb	_λανθάνω
ἔλαθεν	verb	_λανθάνω
ἔλαθεν	verb	_ἐλαύνω
ἔλαιον	noun	_ἔλαιον
ἔλαιον	noun	_ἔλαιος
ἔλαμπε	verb	_λάμπω
ἔλασσον	verb	_ἐλαύνω
ἔλασσον	adjective	_ἐλάσσων
ἔλαφον	noun	_ἔλαφος
ἔλαφος	noun	_ἔλαφος
ἔλαχεν	verb	_λαγχάνω
ἔλεγε	verb	_λέγω3
ἔλεγε	verb	_λέγω2
ἔλεγε	verb	_λέγω1
ἔλεγε	noun	_ἔλεγος
ἔλεγεν	verb	_λέγω2
ἔλεγεν	verb	_λέγω3
ἔλεγεν	verb	_λέγω1
ἔλεγες	verb	_λέγω2
ἔλεγες	verb	_λέγω1
ἔλεγες	verb	_λέγω3
ἔλεγον	noun	_ἔλεγος
ἔλεγον	verb	_λέγω1
ἔλεγον	verb	_λέγω2
ἔλεγον	verb	_λέγω3
ἔλεγχον	verb	_ἐλέγχω
ἔλεγχον	noun	_ἔλεγχος2
ἔλεον	noun	_ἔλεος
ἔλευσιν	noun	_ἔλευσις
ἔλθοιμι	verb	_ἔρχομαι
ἔλθω	verb	_ἔρχομαι
ἔλθωσι	verb	_ἔρχομαι
ἔλθῃ	verb	_ἔρχομαι
ἔλλειψιν	noun	_ἔλλειψις
ἔλλειψις	noun	_ἔλλειψις
ἔλλη	verb	_ἐν-λάω1
ἔλλη	verb	_ἐν-λάω2
ἔλπετο	verb	_ἔλπω
ἔλπομαι	verb	_ἔλπω
ἔλσαν	verb	_εἴλω
ἔλυμα	noun	_ἔλυμα
ἔλυσας	verb	_λύω
ἔλυσας	verb	_ἐλύω
ἔμ'	pronoun	_ἐγώ
ἔμ'	adjective	_ἐμός
ἔμαθεν	verb	_μανθάνω
ἔμαθον	verb	_μανθάνω
ἔμβαλε	verb	_ἐμβάλλω
ἔμβαλον	verb	_ἐμβάλλω
ἔμβρωμα	adjective	_ἔμβρωμος
ἔμβρωμα	noun	_ἔμβρωμα
ἔμεινε	verb	_μένω
ἔμεινεν	verb	_μένω
ἔμελλε	verb	_μέλλω
ἔμελλεν	verb	_μέλλω
ἔμελλον	verb	_μέλλω
ἔμενε	verb	_μένω
ἔμενεν	verb	_μένω
ἔμενον	verb	_μένω
ἔμιμνε	verb	_μίμνω
ἔμισγον	verb	_μίγνυμι
ἔμμεναι	verb	_εἰμί
ἔμοιγε	pronoun	_ἐγώ
ἔμπαλιν	adverb	_ἔμπαλιν
ἔμπεδα	adverb	_ἔμπεδα
ἔμπεδα	adjective	_ἔμπεδος
ἔμπεδον	adjective	_ἔμπεδος
ἔμπεδος	adjective	_ἔμπεδος
ἔμπειροι	adjective	_ἔμπειρος
ἔμπειρος	adjective	_ἔμπειρος
ἔμπεσε	verb	_ἐμπίτνω
ἔμπης	adverb	_ἔμπας
ἔμπλητο	verb	_ἐμπίπλημι
ἔμπλητο	verb	_ἐμπελάζω
ἔμπορον	adjective	_ἔμπορος
ἔμπροσθε	adverb	_ἔμπροσθεν
ἔμπροσθεν	adverb	_ἔμπροσθεν
ἔμπυρον	adjective	_ἔμπυρος
ἔμφασιν	noun	_ἔμφασις
ἔμφασις	noun	_ἔμφασις
ἔμφυτον	adjective	_ἔμφυτος
ἔμφυτον	verb	_ἐμφύω
ἔμψυχον	adjective	_ἔμψυχος
ἔμψυχος	adjective	_ἔμψυχος
ἔν	preposition	_ἐν
ἔν	verb	_εἰμί
ἔν	preposition	_εἰς
ἔνα	verb	_νάω
ἔναιον	verb	_ναίω2
ἔναιον	verb	_ναίω1
ἔναρα	noun	_ἔναρα
ἔναρα	adjective	_ἔναρος
ἔναρθρον	adjective	_ἔναρθρος
ἔναροι	adjective	_ἔναρος
ἔναυλοι	noun	_ἔναυλος1
ἔναυλοι	adjective	_ἔναυλος2
ἔναυλον	noun	_ἔναυλον
ἔναυλον	noun	_ἔναυλος1
ἔναυλον	adjective	_ἔναυλος2
ἔνδειξιν	noun	_ἔνδειξις
ἔνδοθεν	adverb	_ἔνδοθεν
ἔνδοθεν	verb	_ἐνδίδωμι
ἔνδον	verb	_ἐνδίδωμι
ἔνδον	adverb	_ἔνδον
ἔνδοξον	adjective	_ἔνδοξος
ἔνδοξος	adjective	_ἔνδοξος
ἔνδυμα	noun	_ἔνδυμα
ἔνειμεν	verb	_νέμω
ἔνεισι	verb	_ἔνειμι
ἔνερθε	preposition	_ἔνερθε
ἔνερθεν	preposition	_ἔνερθε
ἔνεσαν	verb	_ἐνέζομαι
ἔνεσαν	verb	_ἐνίημι
ἔνεστι	verb	_ἐν-εἰμί
ἔνευεν	verb	_νεύω
ἔνθ'	verb	_ἔρχομαι
ἔνθ'	verb	_εἰμί
ἔνθ'	adverb	_ἔνθα
ἔνθα	adverb	_ἔνθα
ἔνθεν	verb	_ἔρχομαι
ἔνθεν	adverb	_ἔνθεν
ἔνθεο	verb	_ἔρχομαι
ἔνθεο	verb	_ἐντίθημι
ἔνθηρον	adjective	_ἔνθηρος
ἔνθου	verb	_ἐντίθημι
ἔνθουν	verb	_ἐν-θέω
ἔνθ᾽	verb	_ἔρχομαι
ἔνθ᾽	adverb	_ἔνθα
ἔνθ᾽	verb	_εἰμί
ἔνι	preposition	_ἐν
ἔνια	adjective	_ἔνιοι
ἔνιοι	adjective	_ἔνιοι
ἔνισπε	verb	_ἐνέπω
ἔννεπε	verb	_ἐνέπω
ἔννοια	noun	_ἔννοια
ἔννοιαν	noun	_ἔννοια
ἔννυχος	adjective	_ἔννυχος
ἔνστασιν	noun	_ἔνστασις
ἔντασιν	noun	_ἔντασις
ἔντεα	noun	_ἔντεα
ἔντερα	noun	_ἔντερον
ἔντιμοι	adjective	_ἔντιμος
ἔντιμος	adjective	_ἔντιμος
ἔντομα	adjective	_ἔντομος
ἔντοσθεν	adverb	_ἔντοσθε
ἔνυξεν	verb	_νύσσω
ἔξει	verb	_ξέω
ἔξει	verb	_ἔξειμι2
ἔξει	verb	_ἔσσομαι
ἔξεσεν	verb	_ξέω
ἔξεσι	noun	_ἔξεσις
ἔξεῖπε	verb	_ἐξεῖπον
ἔξοδον	adjective	_ἔξοδος2
ἔξοδον	noun	_ἔξοδος1
ἔξοδος	adjective	_ἔξοδος2
ἔξοδος	noun	_ἔξοδος1
ἔξοχον	adjective	_ἔξοχος
ἔξοχος	adjective	_ἔξοχος
ἔξοχός	adjective	_ἔξοχος
ἔξω	verb	_ἔσσομαι
ἔξω	adverb	_ἔξω
ἔξωθεν	adverb	_ἔξωθεν
ἔοικε	verb	_ἔοικα
ἔοικεν	verb	_ἔοικα
ἔοργας	verb	_ἔρδω
ἔπα	noun	_ἔπος
ἔπαθε	verb	_πάσχω
ἔπαθεν	verb	_πάσχω
ἔπαθλον	noun	_ἔπαθλον
ἔπαινον	noun	_ἔπαινος
ἔπαινος	noun	_ἔπαινος
ἔπαλλεν	verb	_πάλλω
ἔπαρμα	noun	_ἔπαρμα
ἔπασχον	verb	_πάσχω
ἔπαυλιν	noun	_ἔπαυλις
ἔπαυον	verb	_ἐπαύω
ἔπαυον	verb	_παύω
ἔπαυσεν	verb	_ἐπαύω
ἔπαυσεν	verb	_παύω
ἔπεα	noun	_ἔπος
ἔπει	verb	_ἔπειμι2
ἔπει	noun	_ἔπος
ἔπειθ'	verb	_ἔπειμι2
ἔπειθ'	verb	_πείθω
ἔπειθ'	adverb	_ἔπειτα
ἔπειθεν	verb	_πείθω
ἔπειξις	noun	_ἔπειξις
ἔπεισε	verb	_ἐφίζω
ἔπεισε	verb	_πείθω
ἔπεισεν	verb	_ἐφίζω
ἔπεισεν	verb	_πείθω
ἔπεισιν	verb	_ἔπειμι2
ἔπεισιν	verb	_ἔπειμι1
ἔπειτ'	verb	_ἔπειμι2
ἔπειτ'	adverb	_ἔπειτα
ἔπειτα	adverb	_ἔπειτα
ἔπεμπε	verb	_πέμπω
ἔπεμπον	verb	_πέμπω
ἔπεμψαν	verb	_πέμπω
ἔπεμψε	verb	_πέμπω
ἔπεμψεν	verb	_πέμπω
ἔπεσ'	verb	_ἐφέζομαι
ἔπεσ'	verb	_πίπτω
ἔπεσ'	verb	_ἐφίημι
ἔπεσ'	noun	_ἔπος
ἔπεσ'	verb	_ἐπιέννυμι
ἔπεσεν	verb	_πίπτω
ἔπεσεν	verb	_ἐπιέννυμι
ἔπεσεν	verb	_ἐφέζομαι
ἔπεσσον	verb	_ἐφίζω
ἔπεσσον	verb	_πέσσω
ἔπεστι	verb	_ἔπειμι1
ἔπεστιν	verb	_ἔπειμι1
ἔπεφνεν	verb	_θείνω
ἔπεφνες	verb	_θείνω
ἔπεὶτὰ	adverb	_ἔπειτα
ἔπη	noun	_ἔπος
ἔπηξεν	verb	_πήσσω
ἔπηξεν	verb	_ἐφήκω
ἔπηξεν	verb	_πήγνυμι
ἔπι	preposition	_ἐπί
ἔπινεν	verb	_πίνω
ἔπινον	verb	_πίνω
ἔπιπτον	verb	_πίπτω
ἔπιτ'	verb	_ἔπειμι2
ἔπιόν	noun	_ἔπιον
ἔπιόν	verb	_πίνω
ἔπλασαν	verb	_πλάσσω
ἔπλεκε	verb	_πλέκω
ἔπλεν	verb	_πέλω
ἔπλετο	verb	_πέλω
ἔπληττεν	verb	_πλήσσω
ἔπνει	verb	_πνέω
ἔπος	noun	_ἔπος
ἔπραξε	verb	_πράσσω
ἔπραξεν	verb	_πράσσω
ἔπρασσεν	verb	_πράσσω
ἔπραττον	verb	_πράσσω
ἔπ᾽	preposition	_ἐπί
ἔραζε	verb	_ῥαίνω
ἔραζε	verb	_ῥάζω
ἔραζε	adverb	_ἔραζε
ἔραμαι	verb	_ἐράομαι
ἔραμαι	verb	_ἔραμαι
ἔρανον	noun	_ἔρανος
ἔρας	noun	_ἔρα
ἔργ'	noun	_ἔργον
ἔργα	noun	_ἔργον
ἔργαθεν	verb	_ἐργαθεῖν
ἔργοις	noun	_ἔργον
ἔργον	verb	_ἔργνυμι
ἔργον	noun	_ἔργον
ἔργων	noun	_ἔργον
ἔργων	verb	_ἔργνυμι
ἔργῳ	noun	_ἔργον
ἔρεθε	verb	_ἐρ́εθω
ἔρειπον	verb	_ἐρείπω
ἔρεισεν	verb	_ἐρείδω
ἔρεισμα	noun	_ἔρεισμα
ἔρεξα	verb	_ἐρέσσω
ἔρεξα	verb	_ῥέζω
ἔρεξε	verb	_ἐρέσσω
ἔρεξε	verb	_ῥέζω
ἔρεξεν	verb	_ῥέζω
ἔρεξεν	verb	_ἐρέσσω
ἔρια	noun	_ἔριον
ἔριδος	noun	_ἔρις
ἔριθοι	noun	_ἔριθος
ἔριθος	noun	_ἔριθος
ἔριον	noun	_ἔριον
ἔριον	verb	_ἐρέω
ἔριφον	noun	_ἔριφος
ἔρξε	verb	_ἔργω1
ἔρξε	verb	_ἔρδω
ἔρξει	verb	_ἔρδω
ἔρξει	verb	_ἔργω1
ἔρον	noun	_ἔρος1
ἔρος	noun	_ἔρος1
ἔρος	noun	_ἔρος2
ἔρραψε	verb	_ἐνράπτω
ἔρραψε	verb	_ῥάπτω
ἔρρεεν	verb	_ἔρρω
ἔρρεεν	verb	_ῥέω
ἔρριπται	verb	_ῥίπτω
ἔρριψεν	verb	_ῥίπτω
ἔρρων	verb	_ἔρρω
ἔρρωται	verb	_ῥώννυμι
ἔρυκε	verb	_ἐρύκω
ἔρυον	verb	_ἐρύω
ἔρυσαν	verb	_ἐρύω
ἔρυσθε	verb	_ῥύομαι
ἔρυτο	verb	_ῥύομαι
ἔρχεο	verb	_ἔρχομαι
ἔρχεσθ'	verb	_ἔρχομαι
ἔρχεσθαι	verb	_ἔρχομαι
ἔρχεται	verb	_ἔρχομαι
ἔρω	noun	_ἔρος1
ἔρω	verb	_ἔραμαι
ἔρως	noun	_ἔρως
ἔρως	noun	_ἔρος1
ἔρωτα	noun	_ἔρως
ἔρωτι	noun	_ἔρως
ἔρϊν	noun	_ἔρις
ἔσ	preposition	_εἰς
ἔσαν	verb	_εἰμί
ἔσεαι	verb	_εἰμί
ἔσειον	verb	_σείω
ἔσεισεν	verb	_σείω
ἔσεισεν	verb	_εἰσίζομαι
ἔσεσθαι	verb	_εἰμί
ἔση	verb	_σέω
ἔσθ'	verb	_εἰμί
ἔσθ'	verb	_ἔσθω
ἔσθ'	conjunction	_ἔστε
ἔσθος	noun	_ἔσθος
ἔσιν	verb	_εἴσειμι
ἔσκε	verb	_εἰμί
ἔσκεν	verb	_εἰμί
ἔσκεπεν	verb	_σκέπω
ἔσκεπεν	verb	_σκέπτομαι
ἔσομαι	verb	_εἰμί
ἔσονται	verb	_εἰμί
ἔσπενδον	verb	_σπένδω
ἔσπετε	verb	_εἰσπίπτω
ἔσπετε	verb	_ἔσπον
ἔσπετε	verb	_εἶπον
ἔσπετε	verb	_ἕπομαι
ἔσπευδε	verb	_σπεύδω
ἔσπευσε	verb	_σπεύδω
ἔσπευσεν	verb	_σπεύδω
ἔσσεαι	verb	_ἔσσομαι
ἔσσεαι	verb	_εἰμί
ἔσσεταί	verb	_ἔσσομαι
ἔσσεταί	verb	_εἰμί
ἔσσεται	verb	_εἰμί
ἔσσεται	verb	_ἔσσομαι
ἔσσι	verb	_εἰμί
ἔσται	verb	_εἰμί
ἔσταμεν	verb	_ἵστημι
ἔσταν	verb	_ἵστημι
ἔστασαν	verb	_στάζω
